id,sample-count,bioproject,secondary-accession,study-abstract,study-name,samples,experiment_type
MGYS00002677,36,PRJEB24779,ERP106631,"The human gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA396794.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.",EMG produced TPA metagenomics assembly of the preterm infant gut metagenomes (NIH Y4 Cohort) (human gut metagenome) data set.,"SRS2455214,SRS2455715,SRS2455727,SRS2455728,SRS2455729,SRS2455730,SRS2455732,SRS2455733,SRS2455734,SRS2455735,SRS2455736,SRS2455737,SRS2455738,SRS2455739,SRS2455740,SRS2455741,SRS2455742,SRS2455743,SRS2455744,SRS2455745,SRS2455746,SRS2455747,SRS2455748,SRS2455749,SRS2455750",amplicon
MGYS00002480,53,PRJEB24497,ERP106326,"Metformin is a widely used first-line drug for treatment of type 2 diabetes. Despite its advantages metformin has variable therapeutic effects, contraindications, and side effects. Here, for the very first time, we investigate the short term effect of metformin on the composition of healthy human gut microbiota.",Association of metformin administration with gut microbiome dysbiosis in healthy volunteers,"ERS2575623,ERS2575624,ERS2575625,ERS2575626,ERS2575627,ERS2575628,ERS2575629,ERS2575630,ERS2575631,ERS2575632,ERS2575633,ERS2575634,ERS2575635,ERS2575636,ERS2575637,ERS2575638,ERS2575639,ERS2575640,ERS2575641,ERS2575642,ERS2575643,ERS2575644,ERS2575645,ERS2575646,ERS2575647",amplicon
MGYS00002436,92,PRJEB24848,ERP106707,"The human gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA290729.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.",EMG produced TPA metagenomics assembly of the Characterization of the distal gut microbiota in obese patients following a weight-loss intervention using whole metagenome shotgun sequencing (human gut metagenome) data set.,"SRS1027998,SRS1027999,SRS1028000,SRS1028001,SRS1028002,SRS1028003,SRS1028004,SRS1028005,SRS1028006,SRS1028007,SRS1028008,SRS1028016,SRS1028131,SRS1028132,SRS1028133,SRS1028134,SRS1028135,SRS1028137,SRS1028138,SRS1028139,SRS1028141,SRS1028142,SRS1028143,SRS1028144,SRS1028146",amplicon
MGYS00002434,75,PRJEB27307,ERP109375,Postnatal exposure to DEHP is associated the development of allergic diseases later in life. The objectives of this study is to investigate whether iatrogenic DEHP exposure affected the gut microbiota pattern in newborns and linked to allergic lung inflammation development as the child gets older.,DEHP Alters Gut Microbiota in Human Neonates,"ERS2550105,ERS2550106,ERS2550107,ERS2550108,ERS2550109,ERS2550110,ERS2550111,ERS2550112,ERS2550113,ERS2550114,ERS2550115,ERS2550116,ERS2550117,ERS2550118,ERS2550119,ERS2550120,ERS2550121,ERS2550122,ERS2550123,ERS2550124,ERS2550125,ERS2550126,ERS2550127,ERS2550128,ERS2550129",amplicon
MGYS00002431,59,PRJEB25191,ERP107086,"The PD-GER Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB17784.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.",EMG produced TPA metagenomics assembly of the The fecal microbiota in L-DOPA naive PD patients (PD-GER) data set.,"ERS1647277,ERS1647278,ERS1647279,ERS1647280,ERS1647281,ERS1647282,ERS1647283,ERS1647284,ERS1647285,ERS1647286,ERS1647287,ERS1647288,ERS1647289,ERS1647290,ERS1647291,ERS1647292,ERS1647293,ERS1647294,ERS1647295,ERS1647296,ERS1647297,ERS1647298,ERS1647299,ERS1647300,ERS1647301",amplicon
MGYS00002430,156,PRJEB25190,ERP107085,"The AT_CRC Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB7774.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.",EMG produced TPA metagenomics assembly of the Gut microbiome development along the colorectal adenoma-carcinoma sequence (AT_CRC) data set.,"ERS608474,ERS608475,ERS608476,ERS608477,ERS608478,ERS608479,ERS608480,ERS608481,ERS608482,ERS608483,ERS608484,ERS608485,ERS608486,ERS608487,ERS608488,ERS608489,ERS608490,ERS608491,ERS608492,ERS608493,ERS608494,ERS608495,ERS608496,ERS608497,ERS608498",amplicon
MGYS00002419,38,PRJEB24791,ERP106644,"The human gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA237362.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.",EMG produced TPA metagenomics assembly of the Microbiome study of the RISK cohort (human gut metagenome) data set.,"SRS584698,SRS584701,SRS584704,SRS584707,SRS584717,SRS584723,SRS584724,SRS584731,SRS584732,SRS584733,SRS584741,SRS584749,SRS584754,SRS584759,SRS584768,SRS584909,SRS584920,SRS584922,SRS584926,SRS584932,SRS584933,SRS584950,SRS584953,SRS584956,SRS584961",amplicon
MGYS00002418,55,PRJEB24775,ERP106627,"The Impact of faecal microbiota transplantation on the intestinal microbiome in metabolic syndrome patients Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB12357.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.",EMG produced TPA metagenomics assembly of the Durable coexistence of donor and recipient strains after fecal microbiota transplantation (Impact of faecal microbiota transplantation on the intestinal microbiome in metabolic syndrome patients) data set.,"ERS1069637,ERS1069638,ERS1069639,ERS1069640,ERS1069641,ERS1069642,ERS1069643,ERS1069644,ERS1069645,ERS1069646,ERS1069647,ERS1069648,ERS1069649,ERS1069650,ERS1069651,ERS1069652,ERS1069653,ERS1069654,ERS1069655,ERS1069656,ERS1069657,ERS1069658,ERS1069659,ERS1069660,ERS1069661",amplicon
MGYS00002417,110,PRJEB24766,ERP106618,"The Colorectal cancer and the human gut microbiome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB12449.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.","EMG produced TPA metagenomics assembly of the Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington, DC, USA (Colorectal cancer and the human gut microbiome) data set.","ERS1066634,ERS1066635,ERS1066636,ERS1066637,ERS1066638,ERS1066639,ERS1066640,ERS1066641,ERS1066642,ERS1066643,ERS1066644,ERS1066645,ERS1066646,ERS1066647,ERS1066648,ERS1066649,ERS1066650,ERS1066651,ERS1066652,ERS1066653,ERS1066654,ERS1066655,ERS1066656,ERS1066657,ERS1066658",amplicon
MGYS00002415,128,PRJEB24748,ERP106599,"The Metagenomic analysis of fecal microbiome as a tool towards targeted non-invasive biomarkers for colorectal cancer Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB10878.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.",EMG produced TPA metagenomics assembly of the Metagenomic analysis of fecal microbiome as a tool towards targeted non-invasive biomarkers for colorectal cancer (Metagenomic analysis of fecal microbiome as a tool towards targeted non-invasive biomarkers for colorectal cancer) data set.,"ERS848618,ERS848619,ERS848620,ERS848621,ERS848622,ERS848623,ERS848624,ERS848625,ERS848626,ERS848627,ERS848628,ERS848629,ERS848630,ERS848631,ERS848632,ERS848633,ERS848634,ERS848635,ERS848636,ERS848637,ERS848638,ERS848639,ERS848640,ERS848641,ERS848642",amplicon
MGYS00002411,97,PRJEB24527,ERP106357,"The human gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA375935.  This project includes samples from the following biomes: Host-associated, Human, Digestive system.",EMG produced TPA metagenomics assembly of the human gut Metagenome (human gut metagenome) data set.,"SRS1996996,SRS1996997,SRS1996998,SRS1996999,SRS1997000,SRS1997001,SRS1997002,SRS1997003,SRS1997004,SRS1997005,SRS1997006,SRS1997007,SRS1997008,SRS1997009,SRS1997010,SRS1997011,SRS1997012,SRS1997013,SRS1997014,SRS1997015,SRS1997016,SRS1997017,SRS1997018,SRS1997019,SRS1997020",amplicon
MGYS00002339,15,PRJEB24076,ERP105876,"The Rotavirus vaccine on infants gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB6972.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.",EMG produced TPA metagenomics assembly of the The microbial colonization of the intestine during the first months of life constitutes the most important process for the microbiota-induced host-homeostasis.,"ERS526874,ERS526875,ERS526876,ERS526877,ERS526878,ERS526879,ERS526880,ERS526881,ERS526882,ERS526883,ERS526884,ERS526885,ERS526886,ERS526887,ERS526888",amplicon
MGYS00002338,305,PRJEB24529,ERP106359,"The Mgwas study of LC Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB6337.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.",EMG produced TPA metagenomics assembly of the Liver cirrhosis occurs as a consequence of many chronic liver diseases that are prevalent worldwide.,"ERS475105,ERS475106,ERS475107,ERS475108,ERS475109,ERS475110,ERS475111,ERS475112,ERS475113,ERS475114,ERS475115,ERS475116,ERS475117,ERS475118,ERS475119,ERS475120,ERS475121,ERS475122,ERS475123,ERS475124,ERS475125,ERS475126,ERS475127,ERS475128,ERS475129",amplicon
MGYS00002331,6,PRJEB24528,ERP106358,"The Compositional_dynamics_of_intestinal_spore_forming_bacteria Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB20539.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Intestine.",EMG produced TPA metagenomics assembly of the Compositional_dynamics_of_intestinal_spore_forming_bacteria (Compositional_dynamics_of_intestinal_spore_forming_bacteria) data set.,"ERS1282030,ERS1282031,ERS1282032,ERS1282033,ERS1295851,ERS1295930",amplicon
MGYS00002216,162,PRJNA167398,SRP013615,"The resident microbial consortia of the human gastrointestinal tract play an integral role in modulating the immune response both locally and systemically. However, detailed information regarding the correlates of protective immunity after vaccine administration in relation to the gastrointestinal microbiota is absent. In this study, the licensed oral attenuated typhoid vaccine Ty21a was administered in a clinical study to investigate whether oral immunization resulted in alterations of the microbiota and identify immune responses that may alter microbiota composition. The gastrointestinal microbiota was characterized from stool samples by pyrosequencing of the bacterial 16S ribosomal gene.",Effect of oral immunization with the Ty21a typhoid vaccine on local and systemic immune responses and the gut microbiota in adults,"SRS344564,SRS344608,SRS344617,SRS344618,SRS344619,SRS344620,SRS344621,SRS344623,SRS344639,SRS344640,SRS344641,SRS344643,SRS344645,SRS344646,SRS344649,SRS344650,SRS344651,SRS344652,SRS344653,SRS344654,SRS344655,SRS344656,SRS344657,SRS344658,SRS344659",amplicon
MGYS00002207,104,PRJEB24843,ERP106702,"The risk of acquisition of multidrug-resistant Enterobacteriaceae (MRE) and of occurrence of diarrhea is particularly high when travelling to tropical regions, likely owing to suboptimal hygiene living conditions and uncontrolled antibiotic usage. To date, the link between MRE acquisition, traveller's diarrhoea and the microbiota composition in healthy people has not been addressed. Therefore, we analysed the composition of metabolically active microbiota by sequencing the total cDNA from faecal samples before and after the travelling.",The intestinal microbiota predisposes to the occurrence of traveller's diarrhoea and to the carriage of multidrug-resistant Enterobacteriaceae after travelling to tropical regions.,"ERS2181189,ERS2181190,ERS2181191,ERS2181192,ERS2181193,ERS2181194,ERS2181195,ERS2181196,ERS2181197,ERS2181198,ERS2181199,ERS2181200,ERS2181201,ERS2181202,ERS2181203,ERS2181204,ERS2181205,ERS2181206,ERS2181207,ERS2181208,ERS2181209,ERS2181210,ERS2181211,ERS2181212,ERS2181213",amplicon
MGYS00002184,1968,PRJEB19825,ERP021896,"Understanding the normal temporal variation in the human microbiome is critical to developing treatments for putative microbiome-related afflictions such as obesity, Crohn's disease, inflammatory bowel disease, and malnutrition. Sequencing and computational technologies however have been a limiting factor in performing dense timeseries analysis of the human microbiome. Here we present the largest human microbiota timeseries analysis to date, covering two individuals at four body sites over 396 timepoints. Results: We find that despite stable differences between body sites and individuals, daily fluctuations in an individual's microbiota appear characteristic. Additionally, only a small fraction of the total within body site microbial communities appears to be present across all time points, suggesting that if a core temporal microbiome exists it is small. Many more taxa appear to be persistent but non-permanent community members. DNA sequencing and computational advances described here provide the ability to go beyond infrequent snapshots of our human-associated microbial ecology to high-resolution assessments of temporal variations over protracted periods, within and between body habitats and individuals. This capacity will allow us to define normal variation and pathologic states, and for assessing responses to therapeutic interventions.",Moving pictures of the human microbiome,"ERS1576446,ERS1576448,ERS1576450,ERS1576452,ERS1576454,ERS1576456,ERS1576458,ERS1576460,ERS1576462,ERS1576464,ERS1576466,ERS1576468,ERS1576470,ERS1576472,ERS1576473,ERS1576475,ERS1576477,ERS1576479,ERS1576481,ERS1576482,ERS1576485,ERS1576487,ERS1576489,ERS1576491,ERS1576493",amplicon
