attributes.accession,attributes.bioproject,attributes.centre-name,attributes.data-origination,attributes.is-private,attributes.last-update,attributes.public-release-date,attributes.samples-count,attributes.secondary-accession,attributes.study-abstract,attributes.study-name,id,links.self,relationships.analyses.links.related,relationships.biomes.data.0.id,relationships.biomes.data.0.links.self,relationships.biomes.data.0.type,relationships.biomes.data.1.id,relationships.biomes.data.1.links.self,relationships.biomes.data.1.type,relationships.biomes.data.2.id,relationships.biomes.data.2.links.self,relationships.biomes.data.2.type,relationships.biomes.links.related,relationships.downloads.links.related,relationships.geocoordinates.links.related,relationships.publications.links.related,relationships.samples.links.related,type
MGYS00003733,PRJNA354235,Harvard School of Public Health,HARVESTED,false,2019-11-07T16:53:29,,1307,SRP096283,"We conducted metagenomic and metatranscriptomic sequencing of the human gut microbiome among 308 participants enrolled in a subcohort of men nested within the Health Professionals Follow-up Study. Using a previously validated self-sampling stool collection method (PMID24843156), participants provided up to four stool samples  one set of samples collected approximately 48 hours apart followed by a second set approximately 6 months later. DNA extracted from 929 stool samples and RNA extracted from 378 stool samples was reverse-transcribed to cDNA and sequenced using the Illumina HiSeq platform. Raw data were filtered to remove low quality and human reads. Metagenomic and metatranscriptomic read data were then profiled for functional and taxonomic composition using the HUMAnN2 and MetaPhlAn2 platforms respectively.",Human gut metagenome and metatranscriptome raw sequence reads.,MGYS00003733,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003733,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003733/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003733/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003733/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003733/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003733/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003733/samples,studies
MGYS00003475,PRJNA407815,McDonnell Genome Institute,HARVESTED,false,2019-11-07T16:53:28,,24,SRP118697,A study of the bacterial community of worm infected human stool via MetaGenomic Shotgun (MGS) data and 16s assembly data analysis,Microbiome and Worm Infection,MGYS00003475,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003475,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003475/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003475/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003475/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003475/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003475/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003475/samples,studies
MGYS00003441,PRJNA419097,The chinese university of Hong Kong,HARVESTED,false,2019-11-07T16:53:25,,104,SRP125313,bacterial alterions in C.difficile infection and alerations after fecal microbiota transplantation,human stool bacteria 16s rDNA v4 region sequencing,MGYS00003441,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003441,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003441/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003441/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003441/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003441/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003441/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003441/samples,studies
MGYS00003191,PRJNA244913,University of Cambridge,HARVESTED,false,2019-11-07T16:53:24,,8,SRP041283,,Impact of experimental Necator americanus infection on human gut microbiota,MGYS00003191,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003191,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003191/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003191/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003191/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003191/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003191/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003191/samples,studies
MGYS00002177,PRJNA396275,Massachusetts Institute of Technology,HARVESTED,false,2019-11-07T16:53:22,,49,SRP115612,Is it possible that the relationship between periodontitis and these diseases are indirectly linked to disturbances on the intestinal microbiome?,Association between oral and gut microbiota in Periodontal Disease,MGYS00002177,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002177,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002177/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002177/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002177/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002177/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002177/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002177/samples,studies
MGYS00001647,PRJDB2036,Laboratory for Intestinal Ecosystem,HARVESTED,false,2019-11-07T16:53:20,,49,DRP001277,"Fructooligosaccharide (FOS), a prebiotic well known for its health-promoting properties, can improve the human gut ecosystem most likely through changes in its microbial composition. However, the detailed mechanism(s) of action of FOS in the modulation of the gut ecosystem remains obscure. Traditional methods of profiling microbes and metabolites could barely show any significant features due to the existence of large interindividual differences, but our novel microbe-metabolite correlation approach, combined with fecal IgA measurements, has revealed that the induction of mucosal IgA by FOS supplementation correlated with the presence of specific bacteria. Furthermore, the metabolic dynamics of butyrate, L-phenylalanine, L-lysine and tyramine were positively correlated with the dynamics of these bacteria and IgA production, whereas p-cresol was negatively correlated. Taken together, our focused intraindividual analysis with omics approaches is a powerful strategy for uncovering the gut molecular network and could provide a new vista for understanding the human gut ecosystem.",The prebiotic fructooligosaccharide modulates metabolic dynamics and IgA production in the human gut ecosystem,MGYS00001647,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001647,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001647/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001647/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001647/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001647/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001647/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001647/samples,studies
MGYS00001541,PRJNA258387,The Ohio State University,HARVESTED,false,2019-11-07T16:53:18,,78,SRP045568,"Fecal samples attained from 18-27 month old toddlers were pyrosequenced to ascertain the effect of maternal obesity, temperament, and other variables upon the fecal microbiota.",Fecal microbiota of toddlers Metagenome,MGYS00001541,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001541,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001541/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001541/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001541/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001541/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001541/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001541/samples,studies
MGYS00001258,PRJNA305094,National Centre for Cell Science Pune,HARVESTED,false,2019-11-07T16:53:16,,30,SRP067039,"Sequencing of targeted genes like frc, but and buk genes from the microbial origin. Amplicons generated from gDNA from stool samples.",Targeted Gene amplicons raw sequence reads,MGYS00001258,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001258,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001258/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001258/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001258/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001258/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001258/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001258/samples,studies
MGYS00001257,PRJNA298590,Alkek Center for Metagenomics and Microbiome Research,HARVESTED,false,2019-11-07T16:53:15,,271,SRP064846,"The objective of the study was to investigate the efficacy of fresh, frozen or lyophilized fecal microbiota transplantation (FMT) via colonoscopy in patients with recurrent C. difficile associated diarrhea (RCDAD). After a course of oral vancomycin we performed FMT in 36 patients with =3 bouts of RCDAD. FMT products from thoroughly screened healthy donors after filtering stools twice were given as single (non-pooled) product either as fresh, frozen (-80C) or lyophilized. Patients submitted fresh stools pre- and on 7, 14 and 30 days post-FMT. Bacterial DNA was extracted and the V4 region of the 16S rRNA gene was amplified by PCR and amplicons were sequenced on the MiSeq (Illumina) platform. The unique aspects of this study are the comparative efficacy in different patients with recurrent CDI of FMT using the same donor providing either fresh or frozen product, or the successful use of lyophilized FMT products.",Homo sapiens fecal microbiome transplant,MGYS00001257,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001257,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001257/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001257/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001257/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001257/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001257/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001257/samples,studies
MGYS00001250,PRJNA306016,University of Turin,HARVESTED,false,2019-11-07T16:53:11,,118,SRP067522,,Metagenome from fecal samples collect from healty human subject during probiotic intervention trial,MGYS00001250,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001250,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001250/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001250/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001250/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001250/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001250/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001250/samples,studies
MGYS00001249,PRJNA302437,University of Nebraska-Lincoln,HARVESTED,false,2019-11-07T16:53:10,,2,SRP066323,Microbiome Analysis of IBS Patients,16s-based microbiome metagenome,MGYS00001249,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001249,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001249/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001249/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001249/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001249/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001249/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001249/samples,studies
MGYS00001220,PRJNA263853,Swedish University of Agricultural Sciences,HARVESTED,false,2019-11-07T16:53:08,,664,SRP049113,Characterization of mothers and infants microbiota,Human gut microbiota from the ALADDIN study,MGYS00001220,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001220,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001220/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001220/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001220/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001220/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001220/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001220/samples,studies
MGYS00001213,PRJNA318788,University of Pennsylvania,HARVESTED,false,2019-11-07T16:53:04,,18,SRP073516,This study investigates the transfer of viral populations during human fecal microbiota transplants.,Human Feces Samples Metagenome,MGYS00001213,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001213,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001213/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001213/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001213/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001213/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001213/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001213/samples,studies
